Path,Size,Size human,Category,Label,Reference evidence,Reason,Recommendation,Risk
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/carpet_1_AO.png,84060,82.1 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/My_Custom/Window_Internal.prefab,83099,81.2 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/SimpleNaturePack/Scenes/SimpleNaturePack_Overview.unity,79977,78.1 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_mat1_2_AO.png,78182,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_mat1_1_AO.png,78182,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bedroom_floor3_MetallicSmoothness.png,78120,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_floor4_MetallicSmoothness.png,78120,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_metal_1_Metallic.png,78119,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_metal_2_Metallic.png,78119,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_plastic_AlbedoTransparency.png,78119,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_hall_way_AlbedoTransparency.png,78119,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pattern_wall_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Furniture_Atlas_1_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_wall4_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_table_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Lamp_emission_1_Metallic.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall3_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_3_Metallic.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Lamp_emission_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingmachineclosed_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood1_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Notepad_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/lamp_1_Metallic.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_2_Metallic.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingMachine_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_3_Metallic.png,78118,76.3 KB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_wood_2_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/trash-can_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_1_Metallic.png,78118,76.3 KB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/towl_2_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/imac_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_2_1_Metallic.png,78118,76.3 KB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_wall3_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_1_Metallic.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/induction-hob_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_wall_glass4_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_floor3_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/inner_roof3_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/knives_2_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_1_1_Metallic.png,78118,76.3 KB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_floor3_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_wall3_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_floor3_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_4_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/lamp_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/kitchan_mat_2_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_1_Metallic.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_floor4_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_wood_1_AO.png,78118,76.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/DrainerNew_1_Metallic.png,75474,73.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Furniture_Atlas_1_1_Metallic.png,74958,73.2 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_wood_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_floor3_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/laptop_1_AO.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_2_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch1_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_chair_cusion_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/towl_2_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_2_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/laptop_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_mat1_2_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_wall_glass4_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_4_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_floor3_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Chopboard_mat_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_1_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_table_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_glass_2_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_glass_1_AO.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood1_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall3_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch2_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_wall3_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/inner_roof3_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Knife_Holder_mat_1_Metallic.png,73381,71.7 KB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/M_washbasin2_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_floor3_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/induction-hob_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_sider_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/white_wood_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_wall3_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/granite_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_glass_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/table1_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Mug_Holder_mat_1_Metallic.png,73381,71.7 KB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_wall4_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/marble_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/carpet_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pattern_wall_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_wood_2_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood_1_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/diining_chair_wood_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_glass_2_AO.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_mat1_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_floor4_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Notepad_1_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_3_Metallic.png,73381,71.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Prefabs/Bathroom/toilet_accesories.prefab,72005,70.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/RealBlend/Editor/VertexPainter_PaintTab.cs,71170,69.5 KB,A: no text/GUID refs found,Unknown/runtime-loaded,,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/shelf1_1_AO.png,71102,69.4 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/RealBlend/Editor/VertexPainter_SculptTab.cs,68552,66.9 KB,A: no text/GUID refs found,Unknown/runtime-loaded,,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/DevDen Arch Viz Scotland/Read Me.pdf,68354,66.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/BCaT_assets/LindaLeaks/Images/image66.jpg,61100,59.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/TerrainSampleAssets/ShaderGraphs/Subgraphs/DistanceCutoff.shadersubgraph,61052,59.6 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/YughuesFreeCobbleMaterials/Preview/Sc_YFCM_Preview.unity,60086,58.7 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HDRPDefaultResources/HDRenderPipelineGlobalSettings.asset,57092,55.8 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/RealBlend/Art/Brushes/face.png,53813,52.6 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_lamp_glass1_1_AO.png,51510,50.3 KB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
