Path,Source size,Source size human,Vertex count,Triangle count,Submesh count,Material count,Blend shapes,Animation clips,Read/Write status,Mesh compression,Imported cameras,Imported lights,Referencing scenes/prefabs,Collider type,MeshCollider usage,Duplicated model hints,LOD existence,Hidden/unused geometry,Embedded oversized textures,GLB chunk details,Recommended action,Risk level
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/mug-tree.fbx,57248,55.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Kitchen Room/mug-tree.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/food_Grape.fbx,57228,55.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/food_Grape.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/BrokenVector/LowPolyFencePack/Models/Fence Type3 Door.fbx,57100,55.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,,,Assets/BrokenVector/LowPolyFencePack/Prefabs/Animated/Fence Type3 Door.prefab; Assets/BrokenVector/LowPolyFencePack/Scenes/All Fences Example.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Food Pack-Demo/Mesh/Pizza Margarita cut.fbx,56956,55.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,0,0,Assets/Food Pack-Demo/Prefabs with colliders/Pizza Margarita cut.prefab; Assets/Food Pack-Demo/Prefabs/Pizza Margarita cut.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/BrokenVector/LowPolyFencePack/Models/Fence Type1 Door.fbx,56860,55.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,,,Assets/BrokenVector/LowPolyFencePack/Prefabs/Animated/Fence Type1 Door.prefab; Assets/BrokenVector/LowPolyFencePack/Scenes/All Fences Example.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/SubstanceAssets/LittleGamesPack/Models/Chess/WhiteRook.fbx,56764,55.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Chess/WhiteRook.prefab; Assets/SubstanceAssets/LittleGamesPack/Scenes/DemoScene.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/SubstanceAssets/LittleGamesPack/Models/Chess/BlackRook.fbx,56700,55.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Chess/BlackRook.prefab; Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Chess/WhiteRook.prefab; Assets/SubstanceAssets/LittleGamesPack/Scenes/DemoScene.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Bld_GreenMouse.fbx,56428,55.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Bld_GreenMouse.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator01.fbx,55484,54.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/Refrigerator01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Bed Room/bedside_lamp1.fbx,55440,54.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Bed Room/Bedside_lamp.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator02.fbx,55436,54.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/Refrigerator02.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_chair_01.fbx,55424,54.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_chair_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/SubstanceAssets/LittleGamesPack/Models/Chess/BlackPawn.fbx,55132,53.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Chess/BlackPawn.prefab; Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Chess/WhitePawn.prefab; Assets/SubstanceAssets/LittleGamesPack/Scenes/DemoScene.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/SubstanceAssets/LittleGamesPack/Models/Chess/WhitePawn.fbx,55036,53.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Chess/WhitePawn.prefab; Assets/SubstanceAssets/LittleGamesPack/Scenes/DemoScene.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_trafficsign_03.fbx,54832,53.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_trafficsign_03.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_pot_02.fbx,54736,53.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_pot_02.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_canopy_02.fbx,54272,53.0 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_canopy_02 (1).prefab; Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_canopy_02.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_pylon.fbx,54256,53.0 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_pylon.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Food Pack-Demo/Mesh/Udon.fbx,53996,52.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,0,0,Assets/Food Pack-Demo/Prefabs with colliders/Udon.prefab; Assets/Food Pack-Demo/Prefabs/Udon.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Table/Table35.fbx,53788,52.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Tables/Table35.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bathroom/BathTub03.fbx,53692,52.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Bathroom/BathTub03.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Food Pack-Demo/Mesh/Pizza Margarita.fbx,53500,52.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,0,0,Assets/Food Pack-Demo/Prefabs with colliders/Pizza Margarita.prefab; Assets/Food Pack-Demo/Prefabs/Pizza Margarita.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Drawer/Drawer49.fbx,53468,52.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Drawers/Drawer49.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_trafficsign_06.fbx,53360,52.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_trafficsign_06.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Drawer/Drawer50.fbx,53180,51.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Drawers/Drawer50.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Kitchen Room/Kettle.fbx,53008,51.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Kitchen Room/Kettle.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Env_Well_01.fbx,52972,51.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Prefabs/Env_Well_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bed/Bed36.fbx,52860,51.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Beds/Bed36.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Table/Table32.fbx,52860,51.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Tables/Table32.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger05.fbx,52844,51.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Bathroom/TissueHanger05.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bed/Bed35.fbx,52812,51.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Beds/Bed35.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_lantern_base.fbx,52736,51.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_lantern_base.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_pot_01.fbx,52464,51.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_pot_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/SM_Hyacinth_PastellBlue_Big.fbx,52460,51.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Emilulz_Assets/DEMOLowPolyFlowers/Prefabs/SM_Hyacinth_PastellBlue_Big.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Kitchen/Refrigerator07.fbx,52412,51.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Kitchen/Refrigerator07.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Study Room/shelf.fbx,52303,51.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Study Room/BookShelf.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bathroom/TissueHanger03.fbx,51580,50.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Bathroom/TissueHanger03.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Drawer/Drawer41.fbx,51516,50.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Drawers/Drawer41.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/SimpleNaturePack/Models/Bush_03.fbx,51388,50.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,0,0,Assets/SimpleNaturePack/Prefabs/Bush_03.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bathroom/BathroomVanity07.fbx,51196,50.0 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Bathroom/BathroomVanity07.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Drawer/Drawer04.fbx,51116,49.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Drawers/Drawer04.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_wine_glass.fbx,51072,49.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_wine_glass.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_pot_04.fbx,50960,49.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_pot_04.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_trafficsign_05.fbx,50960,49.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_trafficsign_05.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_trafficsign_04.fbx,50944,49.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_trafficsign_04.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Drawer/Drawer05.fbx,50892,49.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Drawers/Drawer05.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/SubstanceAssets/LittleGamesPack/Models/Chess/BlackKnight.fbx,50892,49.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Chess/BlackKnight.prefab; Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Chess/WhiteKnight.prefab; Assets/SubstanceAssets/LittleGamesPack/Scenes/DemoScene.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/SubstanceAssets/LittleGamesPack/Models/Chess/WhiteKnight.fbx,50828,49.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/SubstanceAssets/LittleGamesPack/Prefabs/Individual Pieces/Chess/WhiteKnight.prefab; Assets/SubstanceAssets/LittleGamesPack/Scenes/DemoScene.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bathroom/TowelHanger06.fbx,50604,49.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Bathroom/TowelHanger06.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_shopsign_small_01.fbx,49680,48.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_shopsign_small_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_02.fbx,49504,48.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/BH_XR_MainScene.unity; Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_fence_02.prefab; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_shopsign_small_03.fbx,48896,47.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_shopsign_small_03.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Drawer/Drawer29.fbx,48844,47.7 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Drawers/Drawer29.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Props/SM_pot_05.fbx,48416,47.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_pot_05.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/UnityTechnologies/Basic Asset Pack Interior/Models/Walls/WallWindowBay4m.FBX,48208,47.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/BH_XR_MainScene.unity; Assets/UnityTechnologies/Basic Asset Pack Interior/Prefabs/Walls/WallWindowBay4m.prefab; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Table/Table30.fbx,47916,46.8 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Tables/Table30.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
