Asset path,Asset type,Source file size,Source file size human,Estimated packed/build size,Referencing scene/prefab/component/script/Resources,Also present in StreamingAssets,Recommended action,Risk level
Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_Normal.png,Texture,6807842,6.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair21.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa07/Sofa07_mat_Sofa07_AlbedoTransparency.png,Texture,6804882,6.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa07.mat,No,Review,High
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Roughness.png,Texture,6770500,6.5 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsAlbedo.png,Texture,6764177,6.5 MB,Unavailable: buildreport missing,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Painted Beech Wall Boards.mat,No,Review,High
Assets/BCaT_assets/Meshell_Sturgis/articles/AYIBA_2020_2021.pdf,Unity/Other,6741337,6.4 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_Normal.png,Texture,6733612,6.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair15.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa31/Sofa31_mat_Sofa31_AlbedoTransparency.png,Texture,6705717,6.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa31.mat,No,Review,High
Assets/_Recovery/0 (17).unity,Unity/Other,6702017,6.4 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Mixed_AO.png,Texture,6648132,6.3 MB,Unavailable: buildreport missing,Assets/SubstanceAssets/LittleGamesPack/Materials/ChessPieces.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Bed/Blanket/AtlasTexture_Blanket_DefaultMaterial_AlbedoTransparency.png,Texture,6560489,6.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Bed/mat_Blanket.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa08/Sofa08_mat_Sofa08_AlbedoTransparency.png,Texture,6550416,6.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa08.mat,No,Review,High
Assets/BCaT_assets/LindaLeaks/Images/LL_map.png,Texture,6543523,6.2 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,Review,High
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Roughness.png,Texture,6528692,6.2 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Tables/Table17/Table17_mat_Table17_Normal.png,Texture,6527854,6.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table17.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa24/Sofa24_mat_Sofa24_Normal.png,Texture,6495434,6.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa24.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_Normal.png,Texture,6486874,6.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Bed/mat_BedFrame.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table14/Table14_mat_Table14_Normal.png,Texture,6416164,6.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table14.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table03/Table03_mat_Table03_Normal.png,Texture,6406475,6.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table03.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair50/Chair50_mat_Chair50_Normal.png,Texture,6383961,6.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair50.mat,No,Review,High
Assets/BH_XR_MainScene.unity,Unity/Other,6372585,6.1 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/RealBlend/Art/Materials/Textures/white_rough_plaster_nor_gl_2k.exr,Texture,6359882,6.1 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/BuiltIn/VariationExampleBuilt-In.mat; Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample_ExperimentalSPOM.mat; Assets/RealBlend/Art/Materials/URP/VariationExampleURP.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa11/Sofa11_mat_Sofa11_AlbedoTransparency.png,Texture,6327404,6.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa11.mat,No,Review,High
Assets/_Recovery/0 (16).unity,Unity/Other,6322779,6.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/_Recovery/0 (15).unity,Unity/Other,6322061,6.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/_Recovery/0 (14).unity,Unity/Other,6321874,6.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Sofas/Sofa35/Sofa35_mat_Sofa35_Normal.png,Texture,6318430,6.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa35.mat,No,Review,High
Assets/TerrainSampleAssets/Textures/Heightmaps/Canyon03_Heightmap.tif,Texture,6316568,6.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Sofas/Sofa09/Sofa09_mat_Sofa09_AlbedoTransparency.png,Texture,6313804,6.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa09.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair39/Chair39_mat_Chair39_Normal.png,Texture,6289346,6.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair39.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair41/Chair41_mat_Chair41_AlbedoTransparency.png,Texture,6253384,6.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair41.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_floortiles_ceramic_BaseColor.png,Texture,6234209,5.9 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_floortiles_ceramic 2.mat; Assets/Idyllic Italian Coast Town/Materials/M_floortiles_ceramic 3.mat; Assets/Idyllic Italian Coast Town/Materials/M_floortiles_ceramic.mat,No,Review,High
Assets/RealBlend/Art/Materials/Textures/Red_Brick_Mask.png,Texture,6210794,5.9 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/BuiltIn/VariationExampleBuilt-In.mat; Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample_ExperimentalSPOM.mat; Assets/RealBlend/Art/Materials/URP/VariationExampleURP.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Cushions/Cushion29_36/Cushion29_36_mat_Cushion29_36_Normal.png,Texture,6194992,5.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion29_36.mat,No,Review,High
Assets/_Recovery/0 (23).unity,Unity/Other,6150230,5.9 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Snow_MaskMap.tif,Texture,6136652,5.9 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Chairs/Chair22/Chair22_mat_Chair22_Normal.png,Texture,6132886,5.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair22.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa01/Sofa01_mat_Sofa01_AlbedoTransparency.png,Texture,6122420,5.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa01.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa34/Sofa34_mat_Sofa34_Normal.png,Texture,6073628,5.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa34.mat,No,Review,High
Assets/_Recovery/0 (22).unity,Unity/Other,6038041,5.8 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/_Recovery/0 (21).unity,Unity/Other,6038041,5.8 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_Normal.png,Texture,6015948,5.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair23.mat,No,Review,High
Assets/BCaT_assets/LindaLeaks/Models/LL_PhotoAlbum.glb,Model/Mesh,6004636,5.7 MB,Unavailable: buildreport missing,Assets/BCaT_assets/LindaLeaks/Prefabs/LindaLeaks_Exhibit_PhotoAlbum.prefab; Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_floortiles_terracotta_BaseColro.png,Texture,5997787,5.7 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_floortiles_ceramic 1.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair10/Chair10_mat_Chair10_Normal.png,Texture,5984097,5.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair10.mat,No,Review,High
Assets/_Recovery/0 (18).unity,Unity/Other,5962974,5.7 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Chairs/Chair46/Chair46_mat_Chair46_Normal.png,Texture,5956413,5.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair46.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_gravel_Normal.png,Texture,5946714,5.7 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_gravel.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_AlbedoTransparency.png,Texture,5932467,5.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair20.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table46/Table46_mat_Table46_Normal.png,Texture,5927898,5.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table46.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_asphalt_Normal.png,Texture,5917938,5.6 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_asphalt.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair22/Chair22_mat_Chair22_AlbedoTransparency.png,Texture,5882482,5.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair22.mat,No,Review,High
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/Lightmap-0_comp_light.exr,Texture,5866388,5.6 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Idyllic Italian Coast Town/Textures/M_treebark_BaseMap.png,Texture,5820606,5.6 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_treebark.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair49/Chair49_mat_Chair49_Normal.png,Texture,5786125,5.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair49.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table01/Table01_mat_Table01_AlbedoTransparency.png,Texture,5781961,5.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table01.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Cushions/Cushion41_48/Cushion41_48_mat_Cushion41_48_AlbedoTransparency.png,Texture,5772910,5.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion41_48.mat,No,Review,High
Assets/RealBlend/Art/Materials/Textures/RoughPlasterMask.png,Texture,5761765,5.5 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/BuiltIn/VariationExampleBuilt-In.mat; Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample_ExperimentalSPOM.mat; Assets/RealBlend/Art/Materials/URP/VariationExampleURP.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair03/Chair03_mat_Chair03_Normal.png,Texture,5751338,5.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair03.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair05/Chair05_mat_Chair05_Normal.png,Texture,5744432,5.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair05.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/SectionalSofaFabric/SectionalSofaFabric_mat_SectionalSofaLeather_Normal.png,Texture,5702601,5.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_SectionalSofaFabric.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_cliff_rocks_normal.png,Texture,5678951,5.4 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Tables/Table28/Table28_mat_Table28_Normal.png,Texture,5663214,5.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table28.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table45/Table45_mat_Table45_Normal.png,Texture,5660246,5.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table45.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Cushions/Cushion25_28/Cushion25_28_mat_Cushion25_28_Normal.png,Texture,5651063,5.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion25_28.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa22/Sofa22_mat_Sofa22_AlbedoTransparency.png,Texture,5630316,5.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa22.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table15/Table15_mat_Table15_AlbedoTransparency.png,Texture,5610172,5.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table15.mat,No,Review,High
Assets/BCaT_assets/BTMMP_Workstation_Assembly/spray_can.glb,Model/Mesh,5592488,5.3 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,Review,High
Assets/BCaT_assets/Meshell_Sturgis/Big Mama_s Living Room.jpg,Texture,5590566,5.3 MB,Unavailable: buildreport missing,Assets/BCaT_assets/Meshell_Sturgis/BMLR.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Closet/AtlasTexture_Closet_AlbedoTransparency.png,Texture,5572886,5.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Closet/mat_Closet.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table05/Table05_mat_Table05_Normal.png,Texture,5507443,5.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table05.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table33/Table33_mat_Table33_Normal.png,Texture,5464225,5.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table33.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_AlbedoTransparency.png,Texture,5442370,5.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair15.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair44/Chair44_mat_Chair44_Normal.png,Texture,5415290,5.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair44.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Cushions/Cushion09_16/Cushion09_16_mat_Cushion09_16_Normal.png,Texture,5412843,5.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion09_16.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table13/Table13_mat_Table13_Normal.png,Texture,5349184,5.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table13.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair42/Chair42_mat_Chair42_AlbedoTransparency.png,Texture,5337693,5.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair42.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_AlbedoTransparency.png,Texture,5334361,5.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair02.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Cushions/Cushion09_16/Cushion09_16_mat_Cushion09_16_AlbedoTransparency.png,Texture,5333470,5.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion09_16.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table19/Table19_mat_Table19_Normal.png,Texture,5298807,5.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table19.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table33/Table33_mat_Table33_AlbedoTransparency.png,Texture,5270939,5.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table33.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table25/Table25_mat_Table25_Normal.png,Texture,5267596,5.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table25.mat,No,Review,High
Assets/_Recovery/0 (13).unity,Unity/Other,5261400,5.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Tables/Table34/Table34_mat_Table34_Normal.png,Texture,5261152,5.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table34.mat,No,Review,High
Assets/_Recovery/0 (11).unity,Unity/Other,5254608,5.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/_Recovery/0 (10).unity,Unity/Other,5252494,5.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/_Recovery/0 (9).unity,Unity/Other,5252494,5.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/_Recovery/0 (8).unity,Unity/Other,5252494,5.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_Normal.png,Texture,5218828,5.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair02.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table16/Table16_mat_Table16_Normal.png,Texture,5191621,5.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table16.mat,No,Review,High
Assets/danthaigames/DS 80s Television/PSDs/Screen_Surround_And_Handles.psd,Texture,5146155,4.9 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Tables/Table24/Table24_mat_Table24_Normal.png,Texture,5135266,4.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table24.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair43/Chair43_mat_Chair43_Normal.png,Texture,5127469,4.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair43.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table12/Table12_mat_Table12_Normal.png,Texture,5127050,4.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table12.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Cushions/Cushion25_28/Cushion25_28_mat_Cushion25_28_AlbedoTransparency.png,Texture,5120087,4.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion25_28.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_attachments_stone_BaseMap.png,Texture,5109032,4.9 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_attachments_stone 1.mat; Assets/Idyllic Italian Coast Town/Materials/M_attachments_stone.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table20/Table20_mat_Table20_Normal.png,Texture,5098170,4.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table20.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table04/Table04_mat_Table04_Normal.png,Texture,5066218,4.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table04.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table19/Table19_mat_Table19_AlbedoTransparency.png,Texture,5053115,4.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table19.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table27/Table27_mat_Table27_Normal.png,Texture,5050874,4.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table27.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_AlbedoTransparency.png,Texture,5047669,4.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair23.mat,No,Review,High
Assets/BCaT_assets/LindaLeaks/Models/LL_AntiqueCamera.glb,Model/Mesh,5022528,4.8 MB,Unavailable: buildreport missing,Assets/BCaT_assets/LindaLeaks/Prefabs/LindaLeaks_Exhibit_VintageCamera.prefab,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table02/Table02_mat_Table02_Normal.png,Texture,5021077,4.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table02.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Cushions/Cushion49_50/Cushion49_50_mat_Cushion49_50_Normal.png,Texture,5005076,4.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion49_50.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table34/Table34_mat_Table34_AlbedoTransparency.png,Texture,4999955,4.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table34.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa02/Sofa02_mat_Sofa02_AlbedoTransparency.png,Texture,4981717,4.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa02.mat,No,Review,High
Assets/BCaT_assets/Meshell_Sturgis/articles/A Tesseract for Art & Scholarship _ New Archives.pdf,Unity/Other,4971816,4.7 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Tables/Table35/Table35_mat_Table35_Normal.png,Texture,4957582,4.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table35.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair36/Chair36_mat_Chair36_Normal.png,Texture,4865919,4.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair36.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png,Texture,4861539,4.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Bed/mat_BedFrame.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa23/Sofa23_mat_Sofa23_Normal.png,Texture,4818657,4.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa23.mat,No,Review,High
Assets/Idyllic Italian Coast Town/Textures/M_treebark_Normal.png,Texture,4816249,4.6 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Materials/M_treebark.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table20/Table20_mat_Table20_AlbedoTransparency.png,Texture,4791575,4.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table20.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table18/Table18_mat_Table18_Normal.png,Texture,4788821,4.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table18.mat,No,Review,High
Assets/DevDen Arch Viz Scotland/Models/Study Room/CHair2.fbx,Model/Mesh,4769290,4.5 MB,Unavailable: buildreport missing,Assets/DevDen Arch Viz Scotland/Prefabs/Study Room/StudyRoom Chair.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair39/Chair39_mat_Chair39_AlbedoTransparency.png,Texture,4756822,4.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair39.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table11/Table11_mat_Table11_AlbedoTransparency.png,Texture,4741125,4.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table11.mat,No,Review,High
