SHA256,Path,Size,Size human,Duplicate group count,Group total size,Group total human,Recommendation,Risk
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_2_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/diining_chair_wood_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch1_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_chair_cusion_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/towl_2_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/laptop_AO.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_2_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/laptop_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_mat1_2_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_wall_glass4_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_4_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_floor3_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Chopboard_mat_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_floor3_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/carpet_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_wall3_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_1_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_table_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_wall4_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_glass_2_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_glass_1_AO.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood1_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall3_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_2_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch2_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_glass_AO.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Chopboard_mat_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch2_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_wall3_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/inner_roof3_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Knife_Holder_mat_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/M_washbasin2_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Notepad_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/induction-hob_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_floor3_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_wood_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/induction-hob_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_sider_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_wall3_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_wall_glass4_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_floor3_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/white_wood_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_wall3_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Mug_Holder_mat_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/granite_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/inner_roof3_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_glass_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/white_wood_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/table1_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/laptop_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Mug_Holder_mat_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_wall4_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/switch1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_floor3_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/marble_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/marble_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_sider_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Knife_Holder_mat_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_mat1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/carpet_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_chair_cusion_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pattern_wall_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/granite_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_wood_2_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_2_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/table1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood_1_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/diining_chair_wood_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_glass_2_AO.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/M_washbasin2_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_mat1_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_floor4_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_table_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Notepad_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_3_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_4_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Bedroom_wood_table_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/shelf1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_wood_side_table_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/phong1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/study_chairI_Leg_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/CommonCeramic01_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/wines_2_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/flower_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/plant_pot_2_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/teatable_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/teatable_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
208df88c76c65dc808f9d42486296a112c0c12d338daed52624546c40c96bbfc,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Bedroom_wood_table_1_Metallic.png,18397,18.0 KB,33,607101,592.9 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
