path	sizeBytes	category	gitTracked	evidence
Assets/Furniture Mega Pack/Textures/Tables/Table24/Table24_mat_Table24_AlbedoTransparency.png	3776177	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table24/Table24_mat_Table24_MetallicSmoothness.png	2225502	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table24/Table24_mat_Table24_Normal.png	5135266	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table25/Table25_mat_Table25_AlbedoTransparency.png	4318437	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table25/Table25_mat_Table25_MetallicSmoothness.png	2719713	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table25/Table25_mat_Table25_Normal.png	5267596	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table26/Table26_mat_Table26_AlbedoTransparency.png	3790413	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table26/Table26_mat_Table26_MetallicSmoothness.png	1857308	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table26/Table26_mat_Table26_Normal.png	3835826	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table27/Table27_mat_Table27_AlbedoTransparency.png	3859905	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table27/Table27_mat_Table27_MetallicSmoothness.png	2762932	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table27/Table27_mat_Table27_Normal.png	5050874	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table28/Table28_mat_Table28_AlbedoTransparency.png	3830850	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table28/Table28_mat_Table28_MetallicSmoothness.png	537235	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table28/Table28_mat_Table28_Normal.png	5663214	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table29/Table29_mat_Table29_AlbedoTransparency.png	3071669	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table29/Table29_mat_Table29_MetallicSmoothness.png	1907327	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table29/Table29_mat_Table29_Normal.png	2272222	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table30/Table30_mat_Table30_AlbedoTransparency.png	2573509	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table30/Table30_mat_Table30_MetallicSmoothness.png	2432823	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table30/Table30_mat_Table30_Normal.png	4106381	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table31/Table31_mat_Table31_AlbedoTransparency.png	2742020	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table31/Table31_mat_Table31_MetallicSmoothness.png	2012153	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table31/Table31_mat_Table31_Normal.png	4152549	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table32/Table32_mat_Table32_AlbedoTransparency.png	1558927	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table32/Table32_mat_Table32_MetallicSmoothness.png	1748402	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table32/Table32_mat_Table32_Normal.png	2272376	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table33/Table33_mat_Table33_AlbedoTransparency.png	5270939	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table33/Table33_mat_Table33_MetallicSmoothness.png	2993538	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table33/Table33_mat_Table33_Normal.png	5464225	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table34/Table34_mat_Table34_AlbedoTransparency.png	4999955	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table34/Table34_mat_Table34_MetallicSmoothness.png	2925744	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table34/Table34_mat_Table34_Normal.png	5261152	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table35/Table35_mat_Table35_AlbedoTransparency.png	4683665	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table35/Table35_mat_Table35_MetallicSmoothness.png	3096704	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table35/Table35_mat_Table35_Normal.png	4957582	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table36/Table36_mat_Table36_AlbedoTransparency.png	3608459	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table36/Table36_mat_Table36_MetallicSmoothness.png	2345526	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table36/Table36_mat_Table36_Normal.png	3576592	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table37/Table37_mat_Table37_AlbedoTransparency.png	2043981	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table37/Table37_mat_Table37_MetallicSmoothness.png	1964415	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table37/Table37_mat_Table37_Normal.png	2864337	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table39/Table39_mat_Table39_AlbedoTransparency.png	4602163	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table39/Table39_mat_Table39_MetallicSmoothness.png	3523109	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table39/Table39_mat_Table39_Normal.png	2276193	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table40/Table40_mat_Table40_AlbedoTransparency.png	3839411	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table40/Table40_mat_Table40_MetallicSmoothness.png	3321277	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table40/Table40_mat_Table40_Normal.png	3549692	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table41/Table41_mat_Table41_AlbedoTransparency.png	1709582	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table41/Table41_mat_Table41_MetallicSmoothness.png	1646667	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table41/Table41_mat_Table41_Normal.png	3322512	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table42/Table42_mat_Table42_AlbedoTransparency.png	2345797	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table42/Table42_mat_Table42_MetallicSmoothness.png	1963018	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table42/Table42_mat_Table42_Normal.png	3461283	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table43/Table43_mat_Table43_AlbedoTransparency.png	163228	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table43/Table43_mat_Table43_MetallicSmoothness.png	87909	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table43/Table43_mat_Table43_Normal.png	2447118	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table44/Table44_mat_Table44_AlbedoTransparency.png	157473	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table44/Table44_mat_Table44_MetallicSmoothness.png	144527	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table44/Table44_mat_Table44_Normal.png	2627657	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table45/Table45_mat_Table45_AlbedoTransparency.png	4618509	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table45/Table45_mat_Table45_MetallicSmoothness.png	71251	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table45/Table45_mat_Table45_Normal.png	5660246	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table46/Table46_mat_Table46_AlbedoTransparency.png	4521086	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table46/Table46_mat_Table46_MetallicSmoothness.png	80042	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table46/Table46_mat_Table46_Normal.png	5927898	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table47/Table47_mat_Table47_AlbedoTransparency.png	4560978	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table47/Table47_mat_Table47_MetallicSmoothness.png	1867825	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table47/Table47_mat_Table47_Normal.png	6966251	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table48/Table48_mat_Table48_AlbedoTransparency.png	49134	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table48/Table48_mat_Table48_MetallicSmoothness.png	21249	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table48/Table48_mat_Table48_Normal.png	2279595	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table49/Table49_mat_Table49_AlbedoTransparency.png	1683912	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table49/Table49_mat_Table49_MetallicSmoothness.png	563632	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table49/Table49_mat_Table49_Normal.png	2306610	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table50/Table50_mat_Table50_AlbedoTransparency.png	3112325	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table50/Table50_mat_Table50_MetallicSmoothness.png	2942978	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/Furniture Mega Pack/Textures/Tables/Table50/Table50_mat_Table50_Normal.png	3399886	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Air Conditioner.mat	4138	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
